"time","postId","url","likes","comments","shares","mediaCount","text"
"2026-04-08T14:51:52.000Z","3431079607067410","https://www.facebook.com/thuy.duong.40234/posts/pfbid02PHcj6K7ovw5gPja8UGfcGGwr2hmjsZnrGD41YUFy9624nVTvmzfnNEw3Vb6DwCJ5l","11","4","0","1","🔥 Chứng khoán Việt Nam bùng nổ +79 điểm – phiên tăng mạnh nhất từ đầu 2026 🌊 Cả thị trường xanh tím – dòng tiền quay lại cực mạnh 👉 Đây không còn là nhịp hồi kỹ thuật nữa… mà là tín hiệu mở sóng lớn 🚀 Ai chưa có vị thế → đây là giai đoạn không thể đứng ngoài 📩 Vào room cùng mình đón siêu sóng – đi trước thị trường một bước (room dưới phần bình luận nhé)"
"2026-04-03T10:11:21.000Z","3425505320958172","https://www.facebook.com/reel/936889509316224/","99","17","0","1","Team mới tuyển được bạn nhân viên mới gen Z. ACE nào muốn gia nhập Team với Ẻm thì inbox Em nhé"
"2026-03-22T15:28:20.000Z","3412364105605627","https://www.facebook.com/thuy.duong.40234/posts/pfbid0d9J4cy7TEc3F49G2aXkFggSQ58orKrh87Syir2Li68yjqGALxqJ3CzDsTHgoECVtl","5",,"0","1","Tính ra Tắm sớm cũng vui mà kk #pickleball"
"2026-03-19T23:44:46.000Z","3409241222584582","https://www.facebook.com/thuy.duong.40234/posts/pfbid029k4x1kx21RamqEdEAFdqF7ty97UUFkY8YpEGRc7R72nzBDM7YuYVMTCDPUyfHD86l","7",,"0","1","Tương lai thuộc về người có năng lực"
"2026-03-19T05:57:27.000Z","3408396796002358","https://www.facebook.com/thuy.duong.40234/posts/pfbid04TWwx6JoWLNixgQJSxDSx1acYgxAWscxqexu2sjiR5bej1FnTCi4SdqvFVpT4HxTl","234","79","0","1","Tròn 10 năm gắn bó với SSI – không chỉ là một cột mốc, mà là cả một hành trình trưởng thành. Hôm nay, một cương vị mới bắt đầu. Áp lực nhiều hơn – nhưng cũng là cơ hội để bứt phá. Hy vọng vẫn luôn có ACE đồng hành, để cùng nhau đi xa hơn. 🌱"
"2026-03-17T05:10:03.000Z","3406261482882556","https://www.facebook.com/thuy.duong.40234/posts/pfbid02Qaze9m8fvBLr4JcNY28NfoeW3eGDsNsk2rFT7dD1MdPPRDdBYPyJAHaoZkNah6Gl","106","35","14","5","🚀 SSI TUYỂN DỤNG – BÙNG NỔ SỰ NGHIỆP CHỨNG KHOÁN 2026 Vị trí: • Trưởng Phòng Tư vấn Chứng khoán • Chuyên viên Tư vấn Chứng khoán • Thực tập sinh / Học việc / Cộng tác viên 🔥 Nghĩ lớn – Làm lớn – Thu nhập không giới hạn ⸻ 💰 QUYỀN LỢI: • Lương cơ bản: 7 – 25 triệu/tháng • Hoa hồng: lên tới 65% (top thị trường) • Thưởng Lễ/Tết: 3 – 5 triệu • Bảo hiểm 24/7, quỹ hưu trí • Du lịch 2 lần/năm • Nghỉ lễ theo quy định Nhà nước 🚀 ĐẶC BIỆT: • Được xây dựng team riêng – phát triển hệ thống khách hàng & nhân sự • Nhân viên/CTV được phép tuyển CTV (scale thu nhập cực nhanh) • Làm việc Online hoặc Offline linh hoạt ⸻ 📚 ĐÀO TẠO BÀI BẢN: • Phân tích cơ bản (FA) • Phân tích kỹ thuật (TA) • Phát triển khách hàng qua Mạng xã hội (kênh hiệu quả nhất hiện nay) • Kỹ năng tư vấn – bán hàng – xây dựng thương hiệu cá nhân 👉 Có phòng nghiên cứu + hệ thống đào tạo mạnh, hỗ trợ từ A–Z ⸻ 🌟 MÔI TRƯỜNG: • Năng động – cạnh tranh – cùng phát triển • Lộ trình thăng tiến rõ ràng • Chính sách SSI mới → Lợi thế lớn cho người đi đầu ⸻ 🎖️ THÔNG TIN LIÊN HỆ: Leader: Trần Thị Thùy Dương 🏆 KOL xuất sắc 2025 | Người SSI tiêu biểu 2025 | Trưởng phòng tiêu biểu SSI 2024… 📞 Phone/Zalo: 0933 15 3333 📩 Email: duongttt@ssi.com.vn 📍 Địa điểm: Hội sở SSI – 72 Nguyễn Huệ, Q1, TP.HCM ⏰ Thời gian: T2 – T6 (8h – 17h) ⸻ 📩 Inbox hoặc liên hệ ngay để nắm cơ hội bứt phá thu nhập 2026"
"2026-03-14T11:42:52.000Z","3403261943182510","https://www.facebook.com/thuy.duong.40234/posts/pfbid0FKYsMHNdGbynNXMnowLPKif3HT7oRuA6H5bXQf8k85QGLqyLs5hEY8iiPqBLKc1ol","85","9","0","3","Lần đầu được tham dự một giải Pickleball lớn như thế này. Quy tụ rất nhiều anh chị em lâu năm trong ngành chứng khoán, quỹ đầu tư, cùng nhiều idol nổi tiếng của bộ môn như Lý Hoàng Nam, Hiền Hồ… thực sự choáng ngợp. 🎾✨ Cơ mà đánh giải thì căng chẳng khác gì… đánh chứng khoán vậy. 😅 Thôi chắc hợp đi đánh socials thôi — vừa vui, vừa nhẹ nhàng, vừa xả stress sau những phiên thị trường căng thẳng. 🌿🏓"
"2026-03-11T15:17:25.000Z","3400297553478949","https://www.facebook.com/thuy.duong.40234/posts/pfbid0ZCPdhQpwDJSwdhYvqhoP549viimR6AAodVLVoaRBzvbTPgqxhXthA6Z3WXU826GUl","92","13","2","1","Chúc mừng Thuý Huyền! 🎓 Vừa tốt nghiệp đã được nhận chính thức tại SSI – thật sự rất xuất sắc. Chúc em luôn phát triển và gặt hái nhiều thành công tại SSI nhé! 🌟"
"2026-03-03T23:13:55.000Z","3392420030933368","https://www.facebook.com/thuy.duong.40234/posts/pfbid0xnaJ3CWMz2vw7jMaYwxQT5juwes7HKt8Gat49fvUzsoovkTJrhMbe83fsUnbs1Phl","6","1","0","1","CEO DBJ sang Việt Nam ngay sau Tết. Ngồi ăn tối trao đổi, ông nhận định: Việt Nam là điểm sáng của khu vực và thế giới thời gian tới. Cùng ngày, Nasdaq chúc mừng SSIAM chạm mốc 1 tỷ USD AUM."
"2026-02-18T04:18:34.000Z","3376953662480005","https://www.facebook.com/thuy.duong.40234/posts/pfbid0349ym72hsXVtoq7HHnesSBVtZQeX4d8wXDZMq9Ba7zo1AgfxEeAFVUaBRbNTpC9bl","13","3","1","1","Giao thừa Sài Gòn rực rỡ quá. Happy New Year 2026 🎉🎊🎉🎊🎉🥳🎊🧧"
"2026-01-31T01:42:09.000Z","3356007954574576","https://www.facebook.com/thuy.duong.40234/posts/pfbid09TaYgNtDFru8vbgb1MXrRTf5MC7J15exCTXyUFb4HjoW1EdgtHVkLiGXbbDzZyc2l","22","1","0","1","Giá Bạc giảm 31%, giá Vàng giảm 11% sau khi TT Ông Trump chọn Kevin Warsh làm chủ tịch FED FED có Chủ tịch mới — Thị trường đang nghĩ gì? Thông tin Kevin Warsh được chọn làm Chủ tịch Fed đang tạo ra khá nhiều tranh luận trong giới tài chính toàn cầu. Phản ứng của các chuyên gia và thị trường có thể gói gọn trong vài ý chính: 🔹 Điểm được đánh giá cao Warsh là người có kinh nghiệm sâu trong hệ thống Fed và từng tham gia xử lý giai đoạn khủng hoảng tài chính. Giới phân tích cho rằng đây là lựa chọn mang tính “ổn định thể chế”, giúp giữ uy tín chính sách tiền tệ. 🔹 Kỳ vọng cắt giảm lãi suất nhanh — có thể không xảy ra Một số chuyên gia cho rằng Warsh không phải mẫu chủ tịch Fed thiên về nới lỏng mạnh tay. Nghĩa là thị trường khó có chuyện được “bơm tiền sớm” chỉ vì thay người. 🔹 Phản ứng thị trường ngắn hạn: thận trọng Chứng khoán và vàng đều có nhịp phản ứng dè dặt sau thông tin này — vì nếu chính sách tiền tệ tiếp tục kỷ luật, tài sản rủi ro sẽ không còn câu chuyện “tiền rẻ” để đẩy giá. 🔹 Điều quan trọng cần nhớ Chủ tịch Fed có ảnh hưởng lớn — nhưng không quyết định một mình. Chính sách vẫn dựa trên dữ liệu kinh tế và biểu quyết tập thể."
"2026-01-23T15:52:19.000Z","3347403952101643","https://www.facebook.com/thuy.duong.40234/posts/pfbid027Ei9W1PzMAn4gVomtZFu45ymkoLSfCwnNGdCSprJPhTzxtm2C58ND8AQ2MN4D4gXl","260","65","0","4","🏆 SSI Retail Award 2025 ✨ KOL Xuất Sắc Nhất Năm (Một chiếc giải mà chính bản thân cũng không ngờ tới)"
"2026-01-20T14:28:47.000Z","3344034009105304","https://www.facebook.com/thuy.duong.40234/posts/pfbid0G8BZopePgcWCWbQZiJsEcox59jFkUQiLKQsqi18JNbWfp1KyDPWgkkjAUmu1scLRl","14","6","1","1","📊 SSI vừa công bố Báo cáo tài chính riêng Quý 4 và cả năm 2025. Trong bối cảnh thị trường chuyển động nhanh và cạnh tranh ngày càng gay gắt, SSI khép lại năm 2025 với một dấu mốc rất đáng tự hào: doanh thu và lợi nhuận trước thuế cao nhất kể từ khi thành lập ⭐ 📈 Lũy kế cả năm 2025, SSI ghi nhận 13.160 tỷ đồng doanh thu và 5.085 tỷ đồng LNTT, hoàn thành vượt kế hoạch đã được ĐHĐCĐ thông qua. Nền tảng tài chính tiếp tục được củng cố, tạo thêm dư địa cho các hoạt động kinh doanh cốt lõi trong giai đoạn thị trường mới. 🔎 Trong Quý 4/2025, mảng Dịch vụ Chứng khoán tiếp tục là điểm sáng với thị phần HOSE đạt 12,50%; hoạt động cho vay ký quỹ tăng trưởng mạnh – dư nợ cho vay ký quỹ và ứng trước đạt hơn 38.940 tỷ đồng, tăng 77% so với đầu năm – đi cùng kỷ luật quản trị rủi ro chặt chẽ ⚖️ 🌍 Ở mảng Nguồn vốn, SSI thu xếp thành công khoản vay hợp vốn 300 triệu USD, cho thấy năng lực tiếp cận nguồn vốn quốc tế quy mô lớn và bền vững. 🏦 Mảng Dịch vụ Ngân hàng Đầu tư cũng ghi nhận doanh thu trong Quý 4 và tham gia tư vấn/thu xếp cho một số giao dịch huy động vốn đáng chú ý trên thị trường. #SSIAnnouncement"
"2026-01-19T16:05:45.000Z","3343062315869140","https://www.facebook.com/thuy.duong.40234/posts/pfbid02rvpafUdLQ2491tVAXCuZJm5kyAd9QEwPB8M4eY22wnq6uwriH1XjyTNuMtvWxoYRl","10","5","1","1","🔥 Quan trọng là dám mua và dám nắm giữ SIÊU CỔ PHIẾU 🌊 Siêu sóng Chứng khoán 2026 🤔 ACE đã có cổ phiếu trong danh mục đầu tư 2026 của mình chưa??? 🚀 Mọi thứ mới chỉ bắt đầu thôi"
"2026-01-13T15:39:49.000Z","3336633659845339","https://www.facebook.com/reel/2072036236878179/","9","1","0","1","Recap 2025. Cũng vật vờ được 150 phiên Livestreams sau 8 tháng của năm 2025. Bạn đã chiến thắng trong lòng người hâm mộ @highlight #livestreaming #thuỳdươnginvest"
"2026-01-11T04:15:12.000Z","3334113180097387","https://www.facebook.com/thuy.duong.40234/posts/pfbid033REMhmttBcxjYjcpmPg4tC1Z1jLMREbEJArWYF9gggUUd1FbXSudfqh5A8QJ7e8Ql","5","2","0","1","Làm gì cũng cần sức khoẻ. Rèn luyện thể thao để vừa khoẻ, vừa vui vừa tràn đầy năng lượng cho những mục tiêu riêng của mỗi cá nhân thôi nào ACE 🥎🏅🎾👟"
"2025-12-30T10:32:48.000Z","3321867491321956","https://www.facebook.com/thuy.duong.40234/posts/pfbid023QBp4yxQX9DqUwun7qmhyndUN3PAmkNptnHoJR9zGNSmAQcC8V44hx2DCXUJkeal","126","10","0","1","🎉 Happy Birthday SSI! 🎂 Chúc đại gia đình SSI luôn giữ vững phong độ “anh cả ngành chứng”, ngày càng bứt phá và gặt hái thêm nhiều cột mốc rực rỡ phía trước. #SSIDay2025"
"2025-12-30T01:26:22.000Z","3321509034691135","https://www.facebook.com/thuy.duong.40234/posts/pfbid0QxhuJwciXHKBWXecEgDUKzYzFbENwTxmJepi5LfYN4az4fTycsx7MKQ7fmqtzQxpl","31","2","0","1","3375 ngày cùng SSI. Mình vào khi “chàng trai” ấy mới 16 tuổi. Vậy mà chẳng hiểu sao cứ chạy theo hoài — chạy theo mục tiêu, tiêu chuẩn, rồi cả những giới hạn của chính mình. Có những lúc mệt, có những lúc muốn chậm lại, nhưng nhìn lại mới thấy: nhờ chạy theo chàng mà mình đã vượt qua được hết giới hạn này tới giới hạn khác. Cảm ơn SSI – một hành trình đủ dài, đủ khó và đủ để tự hào. 💜"
"2025-12-27T02:51:37.000Z","3318599398315432","https://www.facebook.com/thuy.duong.40234/posts/pfbid0abCvyPLACjxVQn1m17B5ynDe7eVfCmtmFp8uLeNwzgFuQKtrsY1obXe8cCGSKtMcl","120","19","1","6","Tổng kết năm 2025 – gói gọn trong hai chữ: NEW ME ✨✨ 🎉 Tất niên Team Hội sở 09 – SSI, ngồi lại nhìn một năm đã qua, thấy mình cũng đi được khá xa 💭 🌱 Từ một cô gái không thích đứng lớp vì nói nhỏ, nhút nhát, ➡️ giờ có thể livestream tư vấn chứng khoán mỗi tối 📊, bắt trend 📱, làm video 🎥, 🎤 làm Host, 🎙️ khách mời talkshow của SSI, và còn may mắn nhận được giải KOLs được yêu quý của quý tại SSI 🏆💜 Nghĩ lại thấy cũng… hơi buồn cười mà rất đáng nhớ 😄 🤝 Nhờ kênh TikTok, mình gặp được rất nhiều bạn trẻ 👩‍💻👨‍💻, rất nhiều nhà đầu tư cùng đam mê chứng khoán 📈 Mỗi cuộc trò chuyện, mỗi lời động viên đều tiếp thêm cho mình rất nhiều năng lượng tích cực 🔋✨ 👥 Lần đầu tiên tuyển và dẫn dắt một đội đông như vậy – áp lực có 😮‍💨, mệt có 🥹, nhưng đổi lại là sự trưởng thành rõ rệt hơn từng ngày 🌟 🏓 Một điều rất “NEW ME” nữa là nghiện Pickleball Trước đây tập thể thao chủ yếu để khỏe 💪 và giảm cân, còn giờ thì tuần không đánh đủ 3 buổi là thấy thiếu thiếu 😆 Vừa giao lưu 🤗, vừa chiến thuật 🧠, vừa vui 😍 Chỉ có điều… đánh gần 6 tháng rồi mà chưa thấy chiếc G63 nào 😋🚙 🚀 2026 đang tới, tiếp tục duy trì & phát triển những điều đang làm tốt 📌 để chạm thêm nhiều cột mốc mới 🏁, với một phiên bản tốt hơn của chính mình 💖 💜✨ Cảm ơn tất cả những ai đã đồng hành và ủng hộ Thuỳ Dương Invest Hành trình phía trước, mình tin là còn rất đáng để mong chờ 🌈 #NewMe #TongKet2025 #ThuỳDươngInvest #SSI #PickleballLife"
"2025-12-25T05:49:18.000Z","3316753775166661","https://www.facebook.com/reel/1535059781028192/","55","6","0","1","Noel sớm cùng gia đình #thuyduonginvest #noel #chungkhoan #chill #relaxing"
"2025-12-23T07:06:20.000Z","3314799145362124","https://www.facebook.com/thuy.duong.40234/posts/pfbid02dNHo96fa7nAqXt2xzF9pWARaA8VTzKmfcbHN5ziguBw5qf1MoWmM6Ls7G4hBVSw7l","12","3","0","1","Thị trường XANH VỎ ĐỎ LÒNG. Nhìn chỉ số thì tăng mạnh nhưng thực ra thì CHÁN LẮM"
"2025-12-20T06:49:47.000Z","3311609919014380","https://www.facebook.com/reel/865369036081701/","119","21","0","1","Mới tìm thấy cô Em gái thất lạc bấy lâu nay"
"2025-12-15T10:24:04.000Z","3306465299528842","https://www.facebook.com/reel/1255964296566507/","26","1","0","1","Chuẩn bị cho sóng mới thôi nào #chungkhoan #StockMarket #DauTuBatDongSan #thuyduonginvest"
"2025-12-09T04:54:30.000Z","3300031190172253","https://www.facebook.com/thuy.duong.40234/posts/pfbid0jy5BLfuoV8jtzi6io3WkmiUATvrsBNaLypbN1dzu57eoRhuR4hG8rpErA5kGqFK6l","20","1","0","5","🌏 ETF VNFINLEAD chính thức bước ra thị trường Thái Lan – thêm một dấu mốc đáng tự hào của SSIAM và hệ sinh thái SSI Từ ngày 9.12.2025, chứng chỉ lưu ký (Depositary Receipts) của Quỹ ETF VNFINLEAD (FUESSVFL) đã được đưa vào giao dịch trên Sở Giao dịch Chứng khoán Thái Lan (SET) 🇹🇭 Việc một sản phẩm do SSIAM quản lý có mặt trên thị trường khu vực không chỉ mở ra kênh tiếp cận mới cho nhà đầu tư quốc tế, mà còn thể hiện rõ năng lực xây dựng sản phẩm bài bản, quản trị quỹ kỷ luật và vận hành chuẩn mực theo thông lệ quốc tế 📊 Với hiệu suất vượt trội (+37,8% từ đầu năm, +202,3% từ khi thành lập), ETF VNFINLEAD tiếp tục ghi dấu ấn mạnh mẽ và thu hút sự quan tâm lớn từ nhà đầu tư ngoại — khẳng định chất lượng của một sản phẩm “made by SSI” 💼 Khác với chứng chỉ quỹ mở, ETF mang đến sự linh hoạt đặc trưng: nhà đầu tư có thể giao dịch trực tiếp trên sàn như một mã cổ phiếu thông thường 📈 Đây là một cột mốc quan trọng, là bước tiến mới của thương hiệu Việt trên bản đồ ETF khu vực – và cũng là niềm tự hào chung của đại gia đình SSI 🌟"
"2025-12-04T23:41:17.000Z","3295731440602228","https://www.facebook.com/thuy.duong.40234/posts/pfbid02Aqr7a7iQB7K3fd8r7JM6Qv1Cscvi7vk3HyeGbjgjkpHRiqc78S2zdtUoQ175pzuwl","6","2","1","1","🍜PHỞ SIDE CHAT | EP.04: ĐÃ NÂNG HẠNG? FTSE TRẢ LỜI. FTSE lên tiếng: Việt Nam chính thức ở nhóm Thị trường Mới nổi thứ cấp. Một câu trả lời dứt khoát và một chương mới của dòng vốn vừa được mở ra."
"2025-12-01T15:19:36.000Z","3292291700946202","https://www.facebook.com/reel/862205802935376/","17","9","1","1","Vừa Livestream vừa trade, sắp đủ mua IP 17 luôn rồi. ACE quan tâm phái sinh theo dõi Livestream ngay trong phiên giao dịch 2 khung 9h30-11h30 và 13h15-14h45 mỗi ngày trên kênh Thuỳ Dương Invest nhé @highlight #thuyduonginvest #chungkhoan #phaisinh #SSI #future"
"2025-12-01T01:32:49.000Z","3291666587675380","https://www.facebook.com/reel/1388214759665113/","23","6","1","1","Đang họp về Chứng khoán mà group Socical Pickle ball nhắn tin …#chungkhoan #stockmarket #pickleball #thuyduonginvest #ngochuyen @highlight"
"2025-11-28T10:37:39.000Z","3288974424611263","https://www.facebook.com/reel/823295543853670/","9","3","0","1","“Món quà sinh nhật” cuối tháng từ SSI 🎁 Dự đoán đúng xu hướng VN30 → có tiền. Trade phái sinh với sản phẩm D+ của SSI → có rất nhiều tiền (+7.5%/ngày). Tuần kết thúc ấm áp thật sự 💚💚💚"
"2025-11-28T10:36:37.000Z","3288973827944656","https://www.facebook.com/thuy.duong.40234/posts/pfbid0imqJeBQgu23sLQei8GSpqJpaKUNzfL7rZ6miAp9GdyNypBmbb8YirncjMbfFb3dfl","21","7","0","3","“Món quà sinh nhật” cuối tháng từ SSI 🎁 Dự đoán đúng xu hướng VN30 → có tiền. Trade phái sinh với sản phẩm D+ của SSI → có rất nhiều tiền (+7.5%/ngày). Tuần kết thúc ấm áp thật sự 💚💚💚"
"2025-11-26T00:30:32.000Z","3286482154860490","https://www.facebook.com/reel/1380697990349412/","47","10","0","1","Từ ngày biết môn này đi đâu cũng có thể giao lưu được. Hay ghê #pickleball #chungkhoan #thuyduonginvest #viralreelsシ #health"
"2025-11-25T15:22:53.000Z","3286079621567410","https://www.facebook.com/reel/2104859176979386/","10","6","0","1","Cơ sở khó, đã có phái sinh. Cơ hội rinh IP17 Pro #phaisinh #chungkhoan #thuyduonginvest"
"2025-11-25T02:16:36.000Z","3285480524960653","https://www.facebook.com/thuy.duong.40234/posts/pfbid0eVpLrgmQjJdMFnHhNYim1ACxiy7hdjwe5RfiCdqR3ae48KhaCctjRHwTr5DwUtNml","121","36","0","3","Đi đánh Pick mà trời ưu ái quá, cảnh đẹp phải dừng lại chụp ngay mấy tấm 🌿💜 Ký tên: cô gái chứng khoán-yêu màu tím-thích mau xanh-hay mơ mộng"
"2025-11-23T15:16:28.000Z","3283971868444852","https://www.facebook.com/thuy.duong.40234/posts/pfbid0s33gxFYekDi8NrBk38QdwUh2Xn8GRyymn2uCCmErkSJ5W2XJcQQXDXDVpTqR6sTYl","172","45","0","6","Sinh nhật năm nay trúng ngày Gala chi nhánh nên Dương được “quẩy” mấy ngày liên tục 🎊😆 Cảm ơn ACE, bạn bè, khách hàng, đồng nghiệp và gia đình đã gửi những lời chúc và món quà siêu dễ thương 💝💐 Yêu cả nhà nhiều lắm! 🫶"
